Unnamed: 0,Gender,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,Average Score
549,1,1,2,0,married,2,0,Moderate,,0.0069666666666666
550,0,2,5,1,married,2,1,Few,5 - 10,0.0057
551,0,1,2,1,single,2,0,Few,5 - 10,0.0055666666666666
552,0,2,4,2,married,0,1,,> 10,0.0059666666666666
553,1,2,4,1,married,2,1,,< 5,0.0039333333333333
554,1,3,2,1,single,2,1,Few,> 10,0.0073666666666666
555,1,1,2,0,married,2,1,Few,> 10,0.0077
556,1,3,1,1,divorced,2,0,Moderate,5 - 10,0.0060333333333333
557,0,1,5,1,single,1,1,Moderate,5 - 10,0.0080666666666666
558,1,5,1,1,married,2,0,Moderate,5 - 10,0.0065333333333333
559,1,2,0,1,single,1,1,Many,5 - 10,0.0075666666666666
560,0,0,2,0,divorced,2,0,Few,< 5,0.0068333333333333
561,1,2,0,0,,2,1,Moderate,5 - 10,0.0081333333333333
562,0,2,2,1,,2,1,Moderate,< 5,0.0046666666666666
563,1,2,4,1,married,2,1,Moderate,5 - 10,0.0061333333333333
564,0,2,0,1,married,2,1,Moderate,5 - 10,0.0067
565,0,1,2,1,married,1,1,Few,5 - 10,0.0055333333333333
566,0,2,1,0,single,2,0,Few,5 - 10,0.0099333333333333
567,0,5,3,1,single,2,0,Few,,0.007
568,0,2,2,1,married,1,1,Moderate,5 - 10,0.0051333333333333
569,1,2,6,0,married,1,1,Moderate,< 5,0.0073666666666666
570,0,2,2,1,widowed,2,1,,5 - 10,0.0052666666666666
571,1,2,3,0,single,1,2,Few,< 5,0.0085666666666666
572,0,3,5,1,married,2,0,Few,> 10,0.0027
573,1,4,2,0,married,2,0,Few,5 - 10,0.0087333333333333
574,1,3,0,0,divorced,1,0,Moderate,> 10,0.0084
575,0,4,6,0,single,0,1,,5 - 10,0.007
576,0,1,4,0,single,0,1,Few,< 5,0.0077333333333333
577,0,1,6,2,single,2,1,Moderate,5 - 10,0.0086666666666666
578,1,2,6,0,married,1,1,Few,5 - 10,0.0087333333333333
579,0,3,4,1,married,1,1,Few,5 - 10,0.0084
580,0,3,2,2,divorced,2,1,,< 5,0.0075333333333333
581,0,4,0,2,divorced,2,0,Moderate,< 5,0.0077
582,1,5,1,2,married,2,1,Moderate,5 - 10,0.0059666666666666
583,1,3,4,1,married,2,0,Moderate,< 5,0.0071333333333333
584,1,4,2,1,married,2,1,Moderate,5 - 10,0.0045
586,1,2,0,1,married,0,1,Moderate,> 10,0.0058333333333333
587,1,2,5,0,married,1,0,Few,< 5,0.0059666666666666
588,0,5,0,0,married,2,1,Moderate,5 - 10,0.0082
589,0,3,2,0,married,1,0,Few,5 - 10,0.0071666666666666
590,0,2,2,0,married,2,0,Few,5 - 10,0.0060999999999999
591,0,2,2,1,married,2,0,Moderate,> 10,0.0081
592,1,3,4,0,married,3,0,,< 5,0.0069666666666666
593,1,4,0,2,married,2,1,,> 10,0.0087666666666666
595,0,5,5,1,,2,0,Few,5 - 10,0.0070999999999999
596,0,1,5,1,divorced,2,1,Few,5 - 10,0.0075666666666666
597,1,2,3,1,married,2,1,Many,5 - 10,0.0071333333333333
598,1,3,0,1,single,0,1,Moderate,5 - 10,0.0072999999999999
599,1,0,5,1,married,1,0,Few,5 - 10,0.0053
600,1,2,5,0,divorced,1,1,Moderate,< 5,0.0046333333333333
602,0,3,2,2,married,1,0,Moderate,< 5,0.0058333333333333
603,0,4,2,1,married,0,1,Moderate,5 - 10,0.0065666666666666
604,1,0,2,1,divorced,1,2,Few,< 5,0.0052
606,1,4,2,1,single,2,0,Few,5 - 10,0.0051666666666666
607,0,3,5,1,married,1,0,Few,< 5,0.0065333333333333
608,0,3,5,1,married,2,1,Few,< 5,0.0070666666666666
609,1,2,6,1,divorced,2,1,Moderate,5 - 10,0.0056333333333333
610,0,1,2,0,married,1,1,Many,< 5,0.0058666666666666
611,1,0,4,0,married,1,1,Few,> 10,0.0053333333333333
613,0,5,0,1,married,1,0,Few,5 - 10,0.0072666666666666
614,1,2,4,1,married,2,1,Moderate,5 - 10,0.0081666666666666
615,1,0,1,1,married,3,1,Moderate,5 - 10,0.0078
616,0,2,0,0,married,0,1,Few,< 5,0.0082
617,0,3,1,0,married,2,1,Few,5 - 10,0.0099
618,1,2,2,1,single,2,0,Few,5 - 10,0.0039
619,0,2,1,1,married,2,2,Moderate,5 - 10,0.0068
620,1,2,1,0,married,0,1,Few,5 - 10,0.0069
621,0,4,5,1,married,0,1,,< 5,0.0058333333333333
622,0,2,5,1,married,2,0,Moderate,5 - 10,0.007
623,1,2,0,1,single,2,1,Few,5 - 10,0.0082333333333333
624,1,0,2,0,married,2,1,Moderate,,0.0077
625,1,3,3,1,single,1,1,Few,5 - 10,0.0087999999999999
626,0,3,5,2,divorced,2,1,Moderate,5 - 10,0.0062
627,0,4,4,0,single,2,1,,5 - 10,0.0042666666666666
628,1,4,4,1,single,1,0,Many,5 - 10,0.0070999999999999
629,1,2,5,1,married,0,1,Moderate,> 10,0.006
630,1,1,0,1,married,1,2,,< 5,0.0053
631,0,1,1,0,married,0,0,Moderate,5 - 10,0.0078666666666666
632,0,2,5,1,,2,1,Few,5 - 10,0.0073666666666666
633,0,2,3,1,widowed,0,1,Few,< 5,0.0083
634,0,2,2,1,married,1,1,Moderate,5 - 10,0.0053666666666666
635,0,1,4,1,single,2,1,Few,< 5,0.0076666666666666
636,1,2,4,1,married,1,1,,> 10,0.0073666666666666
637,0,2,4,1,married,2,0,Few,5 - 10,0.0058666666666666
638,1,3,4,1,single,1,0,Few,5 - 10,0.0059333333333333
639,1,0,2,0,married,2,0,Few,5 - 10,0.0038
640,1,2,0,0,married,2,1,Moderate,< 5,0.0076
641,0,3,0,1,married,1,1,Moderate,> 10,0.0091333333333333
642,1,2,4,1,married,0,1,Moderate,5 - 10,0.0061666666666666
643,0,2,5,1,single,1,0,Few,5 - 10,0.0068
644,0,1,4,0,married,1,1,Many,5 - 10,0.0075333333333333
645,1,1,0,1,divorced,0,1,Few,5 - 10,0.0047
646,1,1,2,0,divorced,1,1,Moderate,5 - 10,0.0059333333333333
647,0,2,2,1,married,1,0,Moderate,5 - 10,0.0072999999999999
648,0,3,5,1,divorced,2,1,,5 - 10,0.0055
649,0,0,3,1,married,1,0,Few,< 5,0.0087666666666666
650,1,5,6,0,divorced,2,1,Moderate,5 - 10,0.0043999999999999
651,0,3,4,1,single,1,0,Moderate,5 - 10,0.0082
652,0,2,2,0,married,2,1,,5 - 10,0.0067666666666666
653,1,4,2,1,single,2,0,Moderate,5 - 10,0.0084666666666666
654,0,2,1,1,married,2,1,Few,> 10,0.0065666666666666
655,0,1,5,1,married,1,1,Few,> 10,0.0048666666666666
656,0,0,5,1,married,0,0,Few,< 5,0.0037333333333333
657,0,2,4,0,single,1,1,,< 5,0.0088333333333333
658,1,1,2,0,divorced,2,2,Few,5 - 10,0.0047333333333333
659,0,5,4,0,single,3,1,Few,5 - 10,0.0087
660,0,4,0,1,divorced,2,0,Few,5 - 10,0.0084
661,1,1,2,1,married,2,0,Moderate,< 5,0.0050999999999999
662,1,3,4,1,married,2,0,Few,5 - 10,0.0074333333333333
663,1,3,4,0,married,2,1,Many,> 10,0.0087333333333333
664,1,1,0,1,married,1,1,Moderate,5 - 10,0.0045333333333333
665,0,2,2,0,married,2,0,Moderate,< 5,0.0077666666666666
666,0,2,5,0,married,2,1,,5 - 10,0.0068
667,0,3,3,0,single,2,0,Moderate,5 - 10,0.009
668,1,4,4,1,divorced,2,1,,5 - 10,0.006
669,0,2,0,1,married,1,1,Moderate,5 - 10,0.009
670,0,4,4,1,widowed,1,0,Few,5 - 10,0.0097333333333333
671,0,2,1,0,single,2,1,Few,5 - 10,0.0077666666666666
672,1,5,5,1,married,3,1,Moderate,5 - 10,0.0066
673,0,3,1,1,single,2,1,Moderate,5 - 10,0.0059
674,1,1,2,0,married,2,1,,> 10,0.0080666666666666
675,1,5,4,1,married,1,1,Few,> 10,0.0085666666666666
677,0,2,2,1,divorced,2,1,Few,5 - 10,0.0087666666666666
678,1,3,2,0,married,1,1,Moderate,5 - 10,0.0078
679,1,4,1,1,divorced,1,1,Few,5 - 10,0.0078333333333333
681,1,2,5,0,divorced,1,0,Few,5 - 10,0.0067666666666666
682,1,4,5,0,single,1,1,Few,5 - 10,0.0069333333333333
683,1,1,2,1,divorced,2,0,Many,> 10,0.0074666666666666
684,1,2,2,0,married,2,1,Moderate,5 - 10,0.0064666666666666
685,0,3,6,0,single,2,1,Moderate,5 - 10,0.0094333333333333
686,0,2,2,0,single,2,1,Few,5 - 10,0.0080333333333333
687,1,2,5,1,married,2,1,Moderate,< 5,0.0052666666666666
688,1,4,6,1,divorced,1,1,Moderate,< 5,0.0076333333333333
689,1,4,0,1,single,1,1,Few,5 - 10,0.0056333333333333
690,1,1,0,1,married,2,1,Few,< 5,0.0078
691,1,3,3,1,divorced,1,0,Few,> 10,0.0074666666666666
692,1,2,4,1,single,1,1,Few,5 - 10,0.0067333333333333
693,1,0,4,1,married,0,0,Few,5 - 10,0.0074666666666666
694,0,3,0,1,single,1,1,Moderate,< 5,0.0070666666666666
695,0,2,0,0,single,2,1,Few,> 10,0.0089333333333333
696,0,2,6,1,divorced,2,0,,5 - 10,0.0053
697,0,2,3,0,married,0,1,Moderate,5 - 10,0.0077333333333333
699,1,2,2,0,married,1,1,Few,> 10,0.0093333333333333
700,1,0,4,1,married,1,0,Moderate,5 - 10,0.0065666666666666
701,0,3,4,0,married,2,0,Moderate,< 5,0.0079
702,0,1,5,1,married,0,1,Few,5 - 10,0.0056333333333333
703,1,1,1,0,married,1,0,Moderate,> 10,0.0080333333333333
704,0,0,4,0,married,0,0,,,0.0068666666666666
705,0,2,2,1,widowed,1,1,Moderate,5 - 10,0.0076666666666666
707,1,3,0,1,divorced,2,0,Few,5 - 10,0.0076
708,1,2,5,1,married,2,0,Moderate,5 - 10,0.0050999999999999
709,0,0,2,1,single,1,1,Few,5 - 10,0.0046333333333333
710,0,0,0,1,married,2,2,Few,5 - 10,0.0050999999999999
711,1,4,3,1,single,2,0,Moderate,5 - 10,0.0089333333333333
712,1,2,2,0,married,2,1,Moderate,< 5,0.0052333333333333
713,1,4,1,0,divorced,1,1,Few,5 - 10,0.0093333333333333
714,1,3,4,2,married,2,1,Few,5 - 10,0.0087999999999999
715,0,5,6,1,married,0,1,Few,5 - 10,0.0031666666666666
716,1,4,5,1,married,1,1,,< 5,0.0043333333333333
717,1,0,2,1,married,2,1,Few,5 - 10,0.0070333333333333
718,1,4,0,1,married,0,1,,5 - 10,0.0083666666666666
719,1,2,0,0,married,2,1,,< 5,0.0080333333333333
720,1,4,1,0,married,0,1,Moderate,< 5,0.0082333333333333
721,0,5,0,1,single,1,1,Few,> 10,0.0083666666666666
722,0,3,3,1,single,2,0,Few,5 - 10,0.0095666666666666
723,1,1,0,1,divorced,1,1,Moderate,5 - 10,0.0063333333333333
724,1,3,1,1,married,2,1,Moderate,5 - 10,0.0062666666666666
725,1,2,4,0,married,1,1,Moderate,5 - 10,0.0065333333333333
726,0,2,2,0,divorced,2,1,,5 - 10,0.0070666666666666
727,0,4,4,0,married,1,1,Few,5 - 10,0.0088333333333333
728,1,2,0,1,,1,0,Few,> 10,0.0064333333333333
729,1,3,5,1,married,0,0,Moderate,< 5,0.0055
730,1,3,5,1,married,1,1,Few,< 5,0.0064
731,0,3,5,1,married,1,0,Many,< 5,0.0055666666666666
732,0,0,2,0,single,1,1,Moderate,5 - 10,0.0066666666666666
733,0,1,5,0,divorced,2,1,Few,< 5,0.0078333333333333
734,1,3,2,0,married,0,1,Moderate,5 - 10,0.0081333333333333
735,0,5,4,1,married,1,0,Few,< 5,0.0066666666666666
736,0,2,5,1,widowed,2,1,Few,,0.0068
737,0,3,5,1,married,3,1,Few,5 - 10,0.0057333333333333
738,0,1,6,0,married,2,1,Moderate,5 - 10,0.0063666666666666
739,0,2,0,1,divorced,1,1,Moderate,5 - 10,0.0090333333333333
740,1,2,2,1,married,1,0,Few,5 - 10,0.0072
741,0,2,5,1,divorced,2,0,Few,> 10,0.0059666666666666
742,0,3,1,1,married,3,1,Few,5 - 10,0.0055333333333333
743,1,2,4,1,married,1,0,Few,< 5,0.0068333333333333
745,0,1,5,1,divorced,2,1,Many,< 5,0.0049
746,0,2,0,2,married,2,1,Moderate,5 - 10,0.0064
747,0,5,1,1,married,2,1,,,0.0055333333333333
748,0,2,0,0,married,2,0,Few,> 10,0.0072333333333333
749,1,3,5,1,married,1,1,Few,5 - 10,0.0048333333333333
750,0,0,4,1,married,2,0,Few,> 10,0.0044666666666666
751,0,3,1,0,married,1,1,Moderate,> 10,0.0070666666666666
752,0,1,0,1,married,1,1,Few,> 10,0.0077333333333333
753,0,1,2,1,single,2,1,,5 - 10,0.0065666666666666
754,1,2,0,1,married,1,1,Few,,0.0064
756,1,1,5,2,married,2,1,,5 - 10,0.0047666666666666
757,1,2,1,0,married,2,0,Few,< 5,0.0066333333333333
758,1,3,6,1,married,2,1,,5 - 10,0.0076
759,1,4,1,1,married,1,1,Moderate,< 5,0.0077666666666666
760,1,3,5,1,widowed,1,2,Few,5 - 10,0.0072999999999999
761,1,2,0,1,married,2,1,Few,5 - 10,0.0056
762,0,3,1,1,single,0,0,Few,5 - 10,0.0059
763,1,2,5,1,married,0,1,,> 10,0.0050999999999999
765,0,0,4,1,married,2,1,Few,5 - 10,0.0081666666666666
766,0,2,0,0,divorced,2,1,Moderate,5 - 10,0.0050666666666666
767,1,3,2,1,married,2,1,Moderate,< 5,0.0063333333333333
768,1,2,1,0,married,1,1,Few,< 5,0.0076666666666666
769,0,0,0,1,divorced,2,1,Moderate,< 5,0.0063
770,0,4,5,0,single,2,1,,5 - 10,0.0073333333333333
771,0,4,4,1,married,2,1,Few,5 - 10,0.0059
772,1,4,2,2,single,0,0,Moderate,> 10,0.0068333333333333
773,1,2,0,1,single,0,1,Moderate,5 - 10,0.0070333333333333
774,0,3,0,0,married,0,0,,5 - 10,0.0077666666666666
775,0,1,2,1,married,1,1,Moderate,5 - 10,0.0066666666666666
776,1,1,1,0,married,2,1,Moderate,< 5,0.0077333333333333
777,0,0,0,0,married,2,0,Moderate,< 5,0.0064333333333333
778,0,2,2,2,married,2,0,,< 5,0.0064666666666666
779,1,2,0,1,married,2,1,,5 - 10,0.0087666666666666
780,0,2,5,1,married,1,1,,5 - 10,0.0070666666666666
781,1,2,2,1,divorced,1,1,Few,< 5,0.0051333333333333
782,1,4,5,1,married,2,1,Moderate,5 - 10,0.006
783,1,0,0,1,married,2,1,Few,< 5,0.0058333333333333
784,0,5,4,0,single,2,0,Few,5 - 10,0.0072333333333333
785,0,1,0,1,married,1,0,Few,5 - 10,0.0077666666666666
786,1,2,5,1,married,2,1,Few,> 10,0.0067666666666666
787,1,4,0,1,married,2,1,Moderate,5 - 10,0.0058
788,1,2,2,0,divorced,1,0,Few,> 10,0.0069333333333333
789,0,2,0,0,married,2,1,Few,5 - 10,0.0079333333333333
790,0,1,2,1,widowed,2,0,Few,< 5,0.0060999999999999
791,1,1,4,1,single,2,1,Few,< 5,0.0056666666666666
792,0,3,4,0,single,2,0,Moderate,5 - 10,0.0064333333333333
793,0,1,0,1,married,1,0,Few,,0.0064666666666666
794,1,2,2,1,married,2,1,Few,5 - 10,0.0079666666666666
795,0,1,3,1,single,0,1,,< 5,0.0058666666666666
796,1,3,1,1,married,0,1,Moderate,> 10,0.0068
797,0,2,4,0,divorced,2,1,Few,< 5,0.0058333333333333
798,1,3,2,1,single,1,0,Few,< 5,0.0056666666666666
800,1,3,6,1,married,1,1,Moderate,5 - 10,0.0052666666666666
802,1,3,5,1,married,2,0,Few,> 10,0.0046666666666666
803,1,2,0,0,married,2,1,Few,< 5,0.0068666666666666
806,1,3,2,1,divorced,0,1,Few,5 - 10,0.0057666666666666
807,0,1,0,0,widowed,0,1,Moderate,5 - 10,0.0072999999999999
808,0,1,2,0,single,2,1,Moderate,< 5,0.0062333333333333
809,1,5,4,1,single,1,1,Moderate,< 5,0.0070666666666666
810,1,2,4,1,married,2,0,Moderate,5 - 10,0.0087999999999999
811,1,3,5,2,single,0,0,Few,5 - 10,0.0062666666666666
812,0,3,2,1,divorced,1,0,Few,< 5,0.0073666666666666
813,1,4,0,0,married,0,0,Moderate,< 5,0.0060999999999999
814,1,3,5,1,married,0,1,Moderate,5 - 10,0.0078333333333333
815,1,2,2,1,divorced,2,0,Moderate,,0.0058
816,1,2,6,1,married,2,1,Few,,0.0071333333333333
817,1,1,0,1,married,2,2,Few,< 5,0.0046666666666666
818,1,3,5,0,married,2,0,Few,> 10,0.0045333333333333
819,1,5,2,1,married,2,0,,> 10,0.0041333333333333
821,0,1,1,1,,2,1,Few,< 5,0.0058333333333333
822,1,4,0,1,married,0,1,Few,< 5,0.0043666666666666
824,0,0,1,1,divorced,1,1,Moderate,5 - 10,0.0067666666666666
825,1,3,0,1,single,1,0,Moderate,> 10,0.0066333333333333
826,1,2,5,0,married,2,1,Moderate,5 - 10,0.0076666666666666
827,0,2,0,0,married,2,1,Few,< 5,0.0076666666666666
828,0,1,0,1,married,2,1,Moderate,5 - 10,0.0063333333333333
829,0,5,2,0,married,2,0,Few,5 - 10,0.0065333333333333
830,1,4,6,1,divorced,1,1,Moderate,< 5,0.0079
831,0,2,2,1,,1,1,Moderate,< 5,0.0054333333333333
832,1,3,1,0,married,1,0,Few,< 5,0.0073999999999999
833,1,1,2,1,single,2,1,Few,5 - 10,0.0054666666666666
834,0,5,4,2,single,2,1,Moderate,< 5,0.0050999999999999
835,1,2,2,1,widowed,1,0,Moderate,5 - 10,0.0044333333333333
836,1,2,2,1,single,2,0,Few,< 5,0.0081
837,1,1,6,1,married,1,1,Few,5 - 10,0.0071333333333333
838,1,0,0,0,single,0,2,Few,5 - 10,0.0065
839,1,1,2,0,married,2,1,,< 5,0.0081666666666666
840,0,5,2,1,married,3,0,Few,5 - 10,0.0084333333333333
841,0,5,4,1,divorced,1,1,Few,> 10,0.0079666666666666
842,1,3,5,0,married,1,1,Few,5 - 10,0.0064
843,0,1,1,0,married,1,0,Moderate,5 - 10,0.0069666666666666
844,0,1,0,0,single,1,0,Moderate,< 5,0.0058333333333333
845,1,2,2,1,married,3,0,Moderate,> 10,0.0086333333333333
846,1,1,4,0,married,3,0,Few,< 5,0.0063666666666666
847,1,3,4,1,single,2,1,Moderate,5 - 10,0.0059333333333333
848,0,2,5,0,divorced,2,0,Moderate,< 5,0.0070333333333333
849,0,3,5,1,,1,1,,< 5,0.0080666666666666
850,1,1,5,0,married,0,0,Few,5 - 10,0.0063
851,0,4,1,1,married,2,0,Moderate,5 - 10,0.0053
852,0,3,1,1,married,1,1,Moderate,< 5,0.0072666666666666
853,0,2,4,1,single,0,1,Moderate,< 5,0.0086333333333333
854,0,1,4,0,married,1,1,Moderate,5 - 10,0.0097333333333333
855,1,5,3,0,,1,0,Few,,0.005
856,1,4,0,1,single,0,1,Moderate,5 - 10,0.0090666666666666
857,1,3,5,1,married,2,0,Few,> 10,0.0036666666666666
858,1,2,2,0,married,2,1,Moderate,> 10,0.0063333333333333
859,1,3,2,1,married,2,1,Few,5 - 10,0.0066
860,1,2,1,0,,2,1,,< 5,0.0087666666666666
861,1,2,6,0,married,2,1,Few,5 - 10,0.0060333333333333
862,1,0,4,1,divorced,1,1,Few,> 10,0.0066
863,1,0,5,1,married,2,0,Few,< 5,0.0021
864,1,2,1,1,divorced,2,1,Moderate,< 5,0.0062
865,0,0,5,1,married,0,1,Moderate,< 5,0.0065666666666666
866,1,5,5,1,single,1,0,Moderate,5 - 10,0.0065
867,1,0,0,2,,1,0,Few,5 - 10,0.0092666666666666
868,0,3,0,0,married,0,0,Few,< 5,0.0065
869,1,1,1,1,married,0,0,Few,< 5,0.0041333333333333
870,0,1,0,1,married,2,1,Few,< 5,0.0070999999999999
871,0,5,0,1,single,2,0,Few,5 - 10,0.0039
872,1,1,1,1,married,1,1,Few,5 - 10,0.0076666666666666
873,1,3,4,1,divorced,1,0,,> 10,0.0094666666666666
874,0,2,4,2,married,2,1,Moderate,,0.0067666666666666
875,1,1,6,1,married,1,0,Moderate,5 - 10,0.0035333333333333
876,1,2,4,1,married,2,1,,5 - 10,0.0041
877,0,0,5,0,married,1,0,Few,< 5,0.0048
878,0,5,0,0,divorced,2,1,Few,< 5,0.0083
879,1,4,4,0,single,1,0,Few,5 - 10,0.0066666666666666
880,1,2,4,0,married,1,1,,5 - 10,0.0067333333333333
881,0,3,0,0,divorced,1,1,,5 - 10,0.0076333333333333
882,1,1,2,1,married,3,0,Moderate,< 5,0.0058666666666666
883,0,3,4,1,single,1,0,Few,5 - 10,0.0077333333333333
884,0,4,2,1,divorced,1,1,,> 10,0.008
885,0,0,2,1,single,2,1,Few,5 - 10,0.0082666666666666
886,1,1,3,1,single,1,0,Moderate,< 5,0.0078
887,0,2,4,0,single,1,0,Moderate,5 - 10,0.0086666666666666
888,1,3,5,1,divorced,2,1,,5 - 10,0.0060999999999999
889,0,3,2,1,,2,0,Moderate,< 5,0.0054666666666666
890,0,2,5,0,single,2,1,,> 10,0.0084333333333333
891,1,0,2,1,single,2,1,Few,< 5,0.0039
892,0,2,2,0,married,1,0,Few,5 - 10,0.0046333333333333
893,1,1,2,0,single,2,1,Few,5 - 10,0.0040333333333333
894,1,5,6,0,married,1,1,,,0.0085666666666666
895,0,1,1,1,,1,1,Few,5 - 10,0.0074333333333333
896,0,4,1,1,married,2,0,Few,5 - 10,0.0082
897,0,2,4,1,married,2,1,Moderate,< 5,0.0064666666666666
898,0,3,2,1,married,2,1,Moderate,< 5,0.0060999999999999
899,1,2,0,1,married,2,1,Few,5 - 10,0.006
900,0,2,2,1,married,2,0,Few,< 5,0.0070666666666666
901,1,0,5,1,divorced,2,1,Few,5 - 10,0.0062666666666666
902,0,4,4,1,single,2,1,,< 5,0.0075333333333333
903,0,1,1,1,single,2,0,Few,< 5,0.0047666666666666
904,1,1,4,1,married,1,1,Few,< 5,0.0056333333333333
905,1,0,0,1,divorced,2,0,Few,5 - 10,0.0060999999999999
906,1,1,0,1,divorced,2,0,Few,5 - 10,0.0056333333333333
907,1,3,5,1,divorced,2,1,Few,> 10,0.0064
908,0,0,1,0,divorced,2,0,Moderate,5 - 10,0.0082666666666666
909,1,0,0,0,married,2,1,Few,5 - 10,0.0073666666666666
910,1,2,2,1,divorced,2,1,Few,< 5,0.0038666666666666
911,1,4,1,1,married,1,1,,5 - 10,0.0075333333333333
912,1,2,2,1,,2,1,Moderate,< 5,0.0067666666666666
913,1,2,5,0,married,1,0,Few,5 - 10,0.0063333333333333
914,0,3,0,1,divorced,1,0,Few,< 5,0.0060999999999999
915,0,2,6,1,single,2,0,Few,5 - 10,0.0061333333333333
916,0,4,2,1,single,2,1,Few,5 - 10,0.0064
917,0,3,5,1,married,2,0,Moderate,5 - 10,0.0056333333333333
918,1,3,0,0,single,2,1,,< 5,0.0067
919,1,3,4,0,single,1,0,Few,5 - 10,0.0055333333333333
920,0,2,5,1,divorced,1,1,Few,> 10,0.0076
921,1,3,4,1,married,2,1,,5 - 10,0.0055666666666666
922,0,1,0,0,single,1,1,,< 5,0.0097333333333333
923,0,0,6,1,single,2,1,Moderate,5 - 10,0.0062666666666666
924,0,2,0,1,married,1,0,Moderate,5 - 10,0.0053
925,0,2,5,1,married,2,1,Moderate,< 5,0.0053666666666666
926,1,1,3,2,married,2,0,Few,< 5,0.0077666666666666
927,1,0,0,0,single,2,1,Few,> 10,0.0089
928,0,2,4,0,single,2,0,Few,5 - 10,0.0082666666666666
929,1,1,4,0,divorced,2,1,Few,5 - 10,0.0087333333333333
930,0,2,5,1,married,2,1,Few,5 - 10,0.0077666666666666
931,0,5,3,0,married,2,1,Moderate,5 - 10,0.0087333333333333
932,0,0,0,0,divorced,2,1,Moderate,> 10,0.0093666666666666
933,0,5,3,1,married,2,0,Moderate,5 - 10,0.0082
934,0,1,0,2,divorced,1,1,Moderate,5 - 10,0.0079
935,1,3,4,1,married,1,1,,5 - 10,0.0079333333333333
936,0,4,4,1,divorced,2,1,Few,5 - 10,0.0062666666666666
938,0,2,4,0,single,2,1,,< 5,0.0072
940,0,2,4,1,single,2,1,Few,< 5,0.0067666666666666
941,1,0,5,1,single,2,1,,5 - 10,0.0055
942,1,1,0,1,single,2,1,Moderate,5 - 10,0.0075
943,1,3,2,2,divorced,0,1,Moderate,5 - 10,0.0061333333333333
944,1,1,2,1,married,1,1,,5 - 10,0.0064666666666666
945,0,2,1,1,single,1,1,,5 - 10,0.0063333333333333
946,0,4,5,1,married,2,1,,5 - 10,0.0087333333333333
947,1,3,0,1,married,1,1,Few,> 10,0.0081
948,1,2,0,1,married,2,1,Few,5 - 10,0.0065333333333333
949,1,3,1,1,single,2,0,Few,5 - 10,0.0072
950,0,3,4,1,married,3,0,Moderate,< 5,0.0088333333333333
951,0,3,0,1,married,2,0,Few,< 5,0.0083333333333333
952,1,2,2,1,single,1,1,Few,< 5,0.0078333333333333
954,1,3,4,1,married,1,1,Many,< 5,0.0081
955,0,3,4,0,married,0,1,,5 - 10,0.0077
957,0,2,3,1,single,2,1,Few,5 - 10,0.0097
958,1,2,0,1,divorced,2,1,,< 5,0.0074666666666666
959,1,2,5,1,married,2,1,Few,5 - 10,0.0041
960,0,3,2,1,single,0,0,,> 10,0.0084333333333333
961,1,3,3,0,married,0,0,Few,5 - 10,0.0072999999999999
962,0,2,0,1,married,1,1,Moderate,5 - 10,0.0053
963,1,3,3,1,married,0,1,,5 - 10,0.0086666666666666
964,0,3,2,0,divorced,0,1,Moderate,> 10,0.0085333333333333
965,0,4,0,1,single,1,1,Moderate,5 - 10,0.0062666666666666
966,0,3,1,1,single,2,1,Few,5 - 10,0.0064
967,0,2,3,1,divorced,2,0,Moderate,< 5,0.0071333333333333
968,0,3,2,0,single,2,1,Few,5 - 10,0.0070999999999999
969,0,3,2,1,married,0,1,,5 - 10,0.0070999999999999
970,1,1,5,1,married,1,1,Moderate,> 10,0.0078333333333333
971,1,2,5,1,married,1,1,Few,5 - 10,0.0079
972,0,2,4,1,divorced,1,1,Moderate,5 - 10,0.0061666666666666
973,1,2,1,1,married,1,1,,5 - 10,0.0070999999999999
974,0,3,1,1,married,1,1,Few,5 - 10,0.0047
975,1,2,0,1,divorced,1,1,Moderate,5 - 10,0.0045666666666666
976,0,2,2,2,married,1,0,Few,5 - 10,0.0084
977,0,2,4,0,single,3,1,Few,5 - 10,0.0069
978,0,4,4,1,married,2,0,Moderate,5 - 10,0.0078333333333333
979,1,1,1,2,widowed,2,1,Few,> 10,0.0067666666666666
980,0,4,5,1,married,2,0,Few,> 10,0.0049666666666666
981,0,2,6,1,married,1,1,Few,5 - 10,0.0079333333333333
982,1,1,4,1,married,1,1,Few,,0.0069666666666666
983,0,3,1,0,divorced,0,0,Few,5 - 10,0.0070999999999999
984,0,3,5,1,married,0,1,,< 5,0.0057333333333333
985,1,5,4,1,married,1,0,,5 - 10,0.0071666666666666
988,0,3,0,1,divorced,2,1,Few,< 5,0.0047333333333333
989,1,3,4,0,divorced,0,1,Few,5 - 10,0.0083333333333333
990,1,0,6,1,married,0,1,Few,5 - 10,0.0074333333333333
991,1,2,3,1,divorced,0,1,Few,< 5,0.0070333333333333
992,0,2,4,1,married,1,1,,5 - 10,0.0067333333333333
993,1,3,0,1,divorced,1,1,,< 5,0.0091333333333333
994,1,2,2,0,married,2,1,,5 - 10,0.0066333333333333
995,1,3,2,1,married,1,0,Few,5 - 10,0.0055333333333333
996,0,5,6,0,married,1,1,,5 - 10,0.0080333333333333
997,0,3,0,1,married,2,0,Moderate,> 10,0.0098333333333333
