Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore
759,1,2,4,standard,1,single,0,1,Moderate,> 10,0.058,0.057,0.062
760,0,2,6,free/reduced,0,married,2,1,Few,> 10,0.067,0.083,0.085
761,0,3,1,standard,2,widowed,1,1,,5 - 10,0.085,0.085,0.087
762,1,2,5,standard,1,married,1,1,,> 10,0.05,0.049,0.044
763,0,3,0,standard,1,married,2,1,Moderate,5 - 10,0.068,0.077,0.075
764,1,2,3,standard,0,married,1,0,Few,< 5,0.084,0.082,0.079
765,0,0,5,standard,1,married,1,1,Few,< 5,0.069,0.073,0.07
766,0,3,4,free/reduced,1,widowed,0,1,Few,< 5,0.047,0.056,0.057
767,0,4,4,free/reduced,1,single,0,1,,> 10,0.049,0.063,0.059
768,1,1,3,standard,1,married,2,1,Moderate,< 5,0.069,0.065,0.063
769,0,3,6,standard,2,married,1,1,,> 10,0.073,0.081,0.083
770,1,4,2,standard,0,single,1,0,Few,5 - 10,0.076,0.071,0.07
771,0,2,6,standard,0,divorced,1,2,,> 10,0.08,0.09,0.096
772,0,4,3,free/reduced,1,single,0,1,,< 5,0.076,0.087,0.09
775,0,4,0,standard,1,single,1,1,Few,5 - 10,0.076,0.083,0.075
776,1,1,3,free/reduced,1,married,0,1,Moderate,< 5,0.052,0.054,0.051
777,1,2,5,standard,1,married,2,1,Many,> 10,0.064,0.068,0.064
778,0,4,5,free/reduced,0,single,2,1,Few,5 - 10,0.08,0.082,0.076
779,1,4,0,standard,0,divorced,2,1,Many,5 - 10,0.1,0.092,0.088
780,0,3,2,free/reduced,0,single,2,0,Few,5 - 10,0.062,0.076,0.081
781,1,3,1,free/reduced,1,divorced,1,1,,< 5,0.091,0.084,0.081
782,0,2,5,standard,0,married,2,0,Few,> 10,0.076,0.089,0.09
784,1,2,5,free/reduced,1,married,2,1,,> 10,0.065,0.062,0.053
785,1,3,4,free/reduced,0,single,2,2,Moderate,> 10,0.084,0.087,0.085
786,1,2,4,standard,0,married,1,1,Few,5 - 10,0.081,0.075,0.071
787,0,1,5,standard,1,married,1,1,Few,< 5,0.058,0.068,0.063
788,0,3,4,standard,1,married,3,0,Moderate,< 5,0.055,0.068,0.064
789,1,3,4,standard,1,married,1,0,Moderate,> 10,0.077,0.064,0.066
790,1,3,1,standard,1,married,2,1,Few,5 - 10,0.079,0.073,0.076
791,0,2,5,standard,1,married,2,1,Few,< 5,0.054,0.066,0.067
792,1,3,4,standard,0,divorced,2,1,Few,< 5,0.065,0.056,0.061
793,0,2,5,free/reduced,1,married,2,1,,< 5,0.054,0.051,0.055
794,0,0,2,standard,1,,2,1,,5 - 10,0.072,0.088,0.088
795,0,2,5,free/reduced,2,married,1,1,Few,> 10,0.072,0.075,0.08
796,1,4,4,standard,1,married,1,1,Few,< 5,0.054,0.04,0.041
797,1,4,5,standard,1,single,1,1,,> 10,0.095,0.081,0.08
798,0,5,3,standard,1,married,2,0,Few,> 10,0.071,0.083,0.08
799,0,2,4,standard,1,married,1,0,Moderate,5 - 10,0.089,0.1,0.097
800,0,1,4,free/reduced,0,divorced,2,0,Few,< 5,0.059,0.072,0.072
801,0,2,5,standard,1,divorced,2,1,Moderate,,0.062,0.059,0.062
802,1,1,0,free/reduced,0,married,1,1,Few,5 - 10,0.087,0.093,0.09
803,1,5,4,free/reduced,1,married,0,1,Few,> 10,0.053,0.052,0.047
804,0,3,0,free/reduced,1,married,2,1,Moderate,5 - 10,0.034,0.05,0.042
805,0,2,1,standard,1,single,1,1,Few,< 5,0.064,0.071,0.071
806,0,2,5,standard,1,divorced,1,1,,5 - 10,0.03,0.042,0.044
807,1,2,6,standard,1,married,2,0,Moderate,5 - 10,0.087,0.077,0.069
808,0,2,5,free/reduced,1,divorced,1,1,Moderate,> 10,0.071,0.079,0.078
809,1,1,0,standard,1,divorced,2,1,Few,5 - 10,0.08,0.086,0.076
810,0,2,4,standard,1,married,0,1,Few,> 10,0.065,0.072,0.07
811,0,0,4,free/reduced,0,widowed,2,1,Moderate,< 5,0.05,0.059,0.061
812,0,5,5,free/reduced,0,divorced,2,1,Few,5 - 10,0.065,0.067,0.075
813,0,2,0,free/reduced,0,married,1,0,Few,< 5,0.075,0.09,0.09
814,1,2,4,free/reduced,0,married,0,1,Few,< 5,0.04,0.046,0.043
815,0,2,4,standard,1,married,2,2,,5 - 10,0.04,0.052,0.049
816,1,1,0,standard,1,married,2,1,Few,> 10,0.085,0.08,0.076
817,0,3,2,standard,0,single,2,0,Few,> 10,0.072,0.085,0.09
818,0,4,0,free/reduced,0,married,2,1,Few,5 - 10,0.069,0.085,0.087
819,0,2,6,free/reduced,1,divorced,2,1,,> 10,0.049,0.065,0.062
820,1,0,0,standard,0,divorced,1,0,Few,< 5,0.075,0.077,0.079
821,1,3,3,free/reduced,1,single,0,1,Few,5 - 10,0.045,0.053,0.047
822,0,1,5,standard,1,married,1,1,Few,> 10,0.09,0.092,0.087
823,1,2,0,standard,0,married,0,1,Few,< 5,0.087,0.097,0.092
824,1,3,2,free/reduced,1,single,1,1,Moderate,5 - 10,0.052,0.051,0.047
825,1,3,2,standard,1,married,2,1,Moderate,5 - 10,0.095,0.093,0.089
827,1,2,1,standard,1,widowed,0,1,Few,5 - 10,0.087,0.081,0.077
828,0,4,4,standard,1,widowed,1,1,Few,> 10,0.089,0.084,0.085
829,1,4,0,standard,2,married,2,0,Moderate,5 - 10,0.095,0.089,0.084
830,1,3,4,standard,2,,2,1,Few,5 - 10,0.091,0.071,0.075
831,0,1,5,free/reduced,1,single,2,0,Moderate,> 10,0.048,0.058,0.056
832,1,1,4,standard,1,single,1,1,Moderate,5 - 10,0.082,0.068,0.069
833,1,4,0,standard,1,married,2,1,,> 10,0.065,0.055,0.058
835,0,1,3,standard,1,divorced,2,1,Moderate,5 - 10,0.088,0.088,0.1
836,1,2,1,free/reduced,1,single,1,1,Many,5 - 10,0.054,0.064,0.061
837,1,3,5,free/reduced,1,married,2,1,Few,5 - 10,0.045,0.04,0.031
838,0,4,4,standard,1,,0,0,Few,< 5,0.076,0.079,0.084
839,1,1,5,standard,1,single,2,0,Few,5 - 10,0.061,0.06,0.054
840,0,0,3,free/reduced,0,single,1,1,Few,5 - 10,0.045,0.067,0.069
841,0,4,1,standard,1,married,2,1,Moderate,> 10,0.088,0.091,0.084
842,0,3,4,free/reduced,0,married,2,1,Moderate,5 - 10,0.062,0.072,0.08
843,1,3,2,free/reduced,1,married,2,1,Few,5 - 10,0.064,0.059,0.057
844,1,2,2,standard,1,married,0,1,Few,5 - 10,0.085,0.09,0.081
845,1,0,2,free/reduced,1,divorced,2,1,,5 - 10,0.046,0.042,0.038
846,0,3,5,standard,1,divorced,1,0,Few,< 5,0.067,0.061,0.071
847,0,5,2,free/reduced,0,single,2,0,Few,5 - 10,0.071,0.084,0.083
848,0,2,1,standard,0,divorced,2,0,Few,5 - 10,0.083,0.079,0.086
849,1,3,5,free/reduced,1,single,2,0,Few,< 5,0.055,0.047,0.046
850,1,3,5,standard,1,divorced,2,1,Few,5 - 10,0.073,0.065,0.064
851,1,0,4,standard,0,married,0,1,,5 - 10,0.067,0.062,0.067
852,1,3,0,free/reduced,1,married,1,1,,> 10,0.05,0.059,0.062
853,1,2,0,standard,1,,0,1,Moderate,> 10,0.071,0.067,0.063
854,0,4,3,standard,1,single,1,1,Moderate,< 5,0.09,0.089,0.092
855,1,4,1,standard,1,divorced,2,0,Moderate,> 10,0.083,0.075,0.062
856,1,4,2,standard,1,married,0,1,Few,< 5,0.087,0.079,0.081
857,1,3,6,standard,1,married,2,0,Few,5 - 10,0.071,0.068,0.063
858,1,1,4,standard,0,married,1,1,Few,5 - 10,0.056,0.057,0.058
859,1,2,2,standard,1,divorced,1,0,Few,> 10,0.08,0.076,0.072
860,0,5,5,standard,0,married,2,1,,5 - 10,0.054,0.058,0.057
861,1,3,0,standard,0,divorced,1,0,Few,> 10,0.078,0.086,0.085
862,1,2,1,free/reduced,1,single,2,1,Few,5 - 10,0.056,0.06,0.053
863,0,2,4,standard,1,married,2,1,Moderate,5 - 10,0.073,0.07,0.076
864,1,4,2,free/reduced,1,single,2,1,Few,5 - 10,0.095,0.086,0.076
865,0,1,6,standard,0,divorced,2,0,Few,< 5,0.076,0.084,0.086
866,1,2,4,standard,1,divorced,2,0,Few,5 - 10,0.056,0.051,0.046
867,0,1,1,standard,1,married,1,1,Few,5 - 10,0.074,0.091,0.086
868,1,4,2,free/reduced,1,married,2,0,Few,> 10,0.073,0.06,0.063
870,1,3,4,standard,0,single,1,0,Few,5 - 10,0.069,0.069,0.067
871,1,4,5,free/reduced,0,married,2,1,Moderate,< 5,0.069,0.064,0.065
872,0,2,0,free/reduced,0,single,1,1,Moderate,,0.06,0.076,0.08
873,0,1,4,standard,1,single,2,0,Moderate,5 - 10,0.049,0.052,0.055
874,0,4,2,free/reduced,0,married,2,0,Few,5 - 10,0.053,0.068,0.068
875,1,1,0,standard,0,widowed,2,0,Few,< 5,0.05,0.05,0.048
876,1,3,0,free/reduced,1,married,0,2,Few,> 10,0.062,0.065,0.065
877,0,2,1,standard,1,married,2,1,Few,< 5,0.063,0.076,0.071
878,0,2,4,standard,1,married,0,0,Few,5 - 10,0.068,0.076,0.073
879,0,2,5,free/reduced,1,married,1,1,Moderate,5 - 10,0.055,0.063,0.055
880,1,1,4,free/reduced,0,,1,0,Moderate,5 - 10,0.06,0.059,0.052
881,0,1,0,free/reduced,2,married,1,0,Few,< 5,0.033,0.038,0.035
882,0,4,5,standard,0,single,0,1,Moderate,5 - 10,0.064,0.059,0.058
883,1,1,1,free/reduced,0,married,1,0,Few,5 - 10,0.069,0.077,0.085
884,1,1,0,free/reduced,0,divorced,2,0,Few,< 5,0.078,0.077,0.079
885,0,1,3,standard,1,single,1,0,Few,5 - 10,0.062,0.067,0.078
886,1,3,4,standard,1,married,1,0,Moderate,5 - 10,0.073,0.058,0.062
887,0,4,4,free/reduced,1,married,2,1,Few,< 5,0.066,0.065,0.065
888,0,1,5,standard,2,single,1,0,Moderate,> 10,0.092,0.092,0.089
889,0,3,4,standard,0,married,2,1,Few,5 - 10,0.053,0.057,0.062
890,0,2,2,free/reduced,1,married,2,1,Moderate,5 - 10,0.054,0.071,0.067
891,1,0,5,free/reduced,2,married,1,1,Moderate,5 - 10,0.07,0.074,0.071
892,1,2,1,standard,1,married,1,1,,< 5,0.065,0.074,0.066
893,1,4,1,free/reduced,0,married,2,1,Few,5 - 10,0.078,0.076,0.078
894,1,3,0,standard,0,married,1,1,,5 - 10,0.082,0.073,0.075
895,0,1,5,standard,0,married,2,1,Moderate,5 - 10,0.059,0.063,0.069
896,1,1,5,free/reduced,0,married,1,0,Moderate,< 5,0.054,0.06,0.047
897,1,3,4,standard,0,married,2,0,Few,5 - 10,0.075,0.061,0.064
898,1,2,6,standard,1,married,2,0,Moderate,< 5,0.059,0.056,0.048
899,1,3,0,standard,0,single,2,1,,5 - 10,0.086,0.079,0.085
900,1,2,2,standard,1,married,1,0,Moderate,5 - 10,0.094,0.078,0.083
901,0,3,4,standard,1,married,2,1,Moderate,5 - 10,0.039,0.052,0.049
902,0,2,5,free/reduced,0,divorced,1,0,Moderate,5 - 10,0.062,0.081,0.08
903,1,1,0,standard,0,divorced,2,1,Few,< 5,0.067,0.065,0.06
904,1,3,6,standard,0,divorced,2,1,,< 5,0.08,0.07,0.072
905,1,5,2,standard,1,married,2,1,,5 - 10,0.073,0.071,0.062
906,1,4,0,free/reduced,1,married,2,0,,< 5,0.057,0.048,0.045
907,1,4,0,standard,1,single,2,1,Moderate,,0.092,0.071,0.074
908,0,1,4,standard,1,married,1,1,,5 - 10,0.062,0.072,0.067
909,0,2,4,standard,0,single,2,0,Moderate,< 5,0.054,0.07,0.064
910,1,3,4,standard,1,married,1,0,Moderate,< 5,0.057,0.059,0.056
911,1,1,1,free/reduced,0,married,1,1,Few,5 - 10,0.062,0.059,0.062
912,0,2,1,standard,1,divorced,2,1,,> 10,0.072,0.073,0.076
913,0,1,6,standard,1,married,1,0,Moderate,> 10,0.07,0.081,0.077
914,1,4,4,standard,1,married,2,1,Few,> 10,0.072,0.063,0.06
915,0,3,4,standard,0,single,1,0,Moderate,< 5,0.065,0.066,0.078
917,1,3,2,standard,0,single,1,1,Few,5 - 10,0.098,0.09,0.097
918,1,0,2,free/reduced,1,single,1,1,,5 - 10,0.055,0.055,0.052
919,1,0,4,standard,0,divorced,1,1,Few,> 10,0.06,0.058,0.065
920,0,3,1,free/reduced,1,married,2,0,Moderate,< 5,0.071,0.08,0.082
921,1,3,5,free/reduced,1,married,2,1,Few,< 5,0.03,0.036,0.03
922,1,4,4,standard,1,married,2,1,Moderate,> 10,0.081,0.079,0.074
923,0,0,3,free/reduced,2,single,2,0,,5 - 10,0.053,0.069,0.064
924,1,1,0,standard,1,single,2,0,Few,5 - 10,0.066,0.058,0.058
925,1,2,2,standard,1,married,2,1,Few,> 10,0.092,0.073,0.073
927,0,4,5,free/reduced,1,married,1,0,Moderate,< 5,0.051,0.068,0.062
928,1,3,2,free/reduced,1,married,1,1,,5 - 10,0.07,0.063,0.065
929,1,5,2,free/reduced,1,married,2,0,Few,5 - 10,0.056,0.05,0.044
930,0,3,1,standard,1,married,2,1,Few,5 - 10,0.077,0.084,0.083
931,1,1,5,free/reduced,2,,1,1,Moderate,> 10,0.057,0.061,0.057
932,1,2,6,standard,1,single,0,1,Moderate,5 - 10,0.047,0.045,0.043
933,1,4,4,standard,0,widowed,1,1,Few,< 5,0.08,0.081,0.077
934,1,1,4,standard,1,single,2,1,Moderate,> 10,0.1,0.085,0.083
935,0,4,2,standard,1,married,2,1,Few,5 - 10,0.081,0.083,0.08
936,1,2,3,standard,1,single,1,0,Moderate,5 - 10,0.094,0.074,0.077
937,1,0,2,standard,1,married,2,1,Moderate,5 - 10,0.072,0.067,0.066
938,1,0,4,free/reduced,1,divorced,1,2,Moderate,,0.05,0.053,0.043
939,1,2,6,free/reduced,1,married,0,0,Few,,0.043,0.041,0.039
940,1,1,4,standard,1,married,0,1,Few,5 - 10,0.053,0.063,0.057
941,0,2,2,standard,1,widowed,3,1,Moderate,< 5,0.057,0.063,0.063
942,0,2,6,free/reduced,0,married,1,0,Moderate,5 - 10,0.077,0.086,0.087
943,1,1,2,standard,1,single,2,0,Moderate,< 5,0.056,0.05,0.049
944,1,5,3,standard,0,divorced,1,1,Few,< 5,0.081,0.093,0.097
945,0,0,3,standard,0,married,2,1,Few,< 5,0.07,0.08,0.087
946,0,3,4,standard,1,married,0,1,Few,5 - 10,0.065,0.082,0.08
947,1,4,5,standard,1,single,2,0,Few,5 - 10,0.073,0.068,0.06
948,1,2,4,standard,1,single,3,1,Moderate,> 10,0.084,0.078,0.079
950,0,5,1,standard,1,divorced,2,1,Moderate,5 - 10,0.083,0.081,0.078
951,1,4,2,standard,1,married,3,1,Moderate,< 5,0.066,0.074,0.069
952,1,1,2,standard,1,single,3,1,Few,> 10,0.06,0.054,0.047
953,0,5,0,free/reduced,2,divorced,1,0,Moderate,5 - 10,0.083,0.089,0.092
954,0,4,0,standard,1,divorced,2,1,Moderate,> 10,0.064,0.07,0.068
955,0,5,0,standard,1,married,2,1,Few,5 - 10,0.052,0.066,0.06
956,1,2,6,standard,0,,1,1,,< 5,0.066,0.076,0.073
957,1,2,2,standard,1,married,1,0,Few,< 5,0.083,0.082,0.072
958,0,1,0,free/reduced,1,married,0,1,Few,5 - 10,0.054,0.069,0.064
959,1,1,6,standard,1,married,2,1,Few,5 - 10,0.084,0.075,0.075
960,1,2,6,standard,1,married,1,1,Moderate,5 - 10,0.073,0.071,0.073
961,1,2,0,standard,2,married,2,0,Few,< 5,0.064,0.059,0.054
962,1,1,1,free/reduced,0,married,0,1,Moderate,> 10,0.049,0.051,0.05
964,0,1,5,free/reduced,1,married,2,1,Few,> 10,0.037,0.05,0.046
965,1,4,4,standard,1,single,2,1,Few,5 - 10,0.066,0.062,0.06
966,0,2,5,standard,0,single,2,1,Moderate,5 - 10,0.056,0.069,0.078
968,1,3,6,free/reduced,1,single,2,1,Moderate,5 - 10,0.073,0.072,0.065
969,1,5,5,standard,1,divorced,1,1,Moderate,5 - 10,0.063,0.069,0.065
970,0,1,1,standard,2,married,2,1,Moderate,5 - 10,0.054,0.069,0.068
971,1,3,0,standard,0,divorced,2,0,Few,5 - 10,0.082,0.085,0.088
972,0,5,4,free/reduced,1,divorced,2,0,Few,< 5,0.047,0.058,0.055
973,1,0,3,standard,1,married,2,0,Moderate,< 5,0.072,0.065,0.062
974,0,5,3,free/reduced,0,married,2,1,Moderate,5 - 10,0.051,0.069,0.071
975,0,3,2,free/reduced,1,married,2,1,,< 5,0.048,0.054,0.057
976,0,3,0,free/reduced,1,married,2,0,Moderate,> 10,0.06,0.073,0.071
977,1,2,3,free/reduced,1,single,2,0,Few,,0.057,0.06,0.058
978,0,4,2,free/reduced,1,single,1,0,Moderate,< 5,0.057,0.06,0.061
979,1,1,5,standard,2,married,1,1,Moderate,5 - 10,0.064,0.055,0.052
980,0,4,0,free/reduced,1,single,2,1,,5 - 10,0.06,0.06,0.056
981,0,0,5,standard,1,single,1,1,Few,5 - 10,0.044,0.049,0.049
982,0,3,4,free/reduced,1,divorced,2,1,Moderate,< 5,0.061,0.074,0.078
983,1,2,5,standard,2,married,1,2,Few,5 - 10,0.079,0.07,0.071
984,0,1,5,free/reduced,0,single,2,0,Moderate,< 5,0.032,0.059,0.056
985,1,2,5,standard,1,married,1,2,Few,5 - 10,0.082,0.073,0.072
986,1,3,0,standard,0,married,1,1,,> 10,0.084,0.075,0.076
987,1,5,4,free/reduced,1,single,2,1,Few,,0.054,0.046,0.04
988,0,2,5,standard,1,,2,1,Moderate,> 10,0.058,0.065,0.061
989,1,4,0,standard,1,married,1,1,Few,> 10,0.1,0.086,0.086
990,1,2,0,free/reduced,1,single,2,0,Few,5 - 10,0.066,0.074,0.061
991,0,3,5,standard,0,married,0,1,Moderate,5 - 10,0.07,0.091,0.088
992,0,2,2,standard,1,widowed,2,0,Moderate,< 5,0.063,0.077,0.069
993,0,3,5,standard,1,single,1,1,,> 10,0.073,0.079,0.087
994,0,1,2,free/reduced,1,married,2,1,Moderate,5 - 10,0.04,0.05,0.042
995,1,2,4,standard,0,married,0,0,Few,5 - 10,0.063,0.054,0.063
996,0,3,3,standard,1,divorced,2,0,Few,5 - 10,0.08,0.088,0.09
997,1,2,5,standard,1,married,1,1,Few,5 - 10,0.051,0.046,0.041
998,0,2,1,standard,0,divorced,2,1,Few,5 - 10,0.092,0.097,0.1
999,0,5,3,standard,1,married,1,1,Few,,0.091,0.1,0.1
0,1,1,1,standard,0,single,0,0,Moderate,5 - 10,0.069,0.067,0.069
1,1,3,1,standard,0,,1,1,Moderate,> 10,0.088,0.09,0.093
2,0,2,5,standard,1,married,2,0,Moderate,5 - 10,0.042,0.055,0.054
3,1,2,4,standard,1,divorced,0,1,Few,< 5,0.058,0.056,0.051
4,1,3,1,standard,0,divorced,2,1,Few,5 - 10,0.099,0.099,0.097
5,1,1,4,standard,0,married,2,0,Few,5 - 10,0.092,0.095,0.088
7,1,3,5,free/reduced,2,single,2,0,Few,5 - 10,0.085,0.081,0.078
8,0,2,0,standard,0,married,1,0,Moderate,5 - 10,0.072,0.075,0.079
9,0,2,4,standard,1,single,1,2,Moderate,5 - 10,0.07,0.073,0.071
10,0,1,2,standard,1,divorced,0,1,Moderate,5 - 10,0.065,0.077,0.07
11,0,4,2,standard,1,married,1,1,Few,< 5,0.078,0.09,0.082
12,1,2,4,standard,1,,1,0,Few,5 - 10,0.056,0.042,0.044
13,1,1,0,free/reduced,0,single,2,0,Few,5 - 10,0.065,0.075,0.071
14,1,1,4,standard,1,married,2,0,Few,5 - 10,0.055,0.047,0.047
15,1,1,0,standard,0,single,2,1,Moderate,5 - 10,0.059,0.066,0.06
16,0,2,0,standard,0,married,1,1,Few,> 10,0.075,0.073,0.078
17,1,3,4,standard,1,married,2,1,Few,5 - 10,0.078,0.077,0.072
18,1,4,2,standard,1,divorced,0,1,Moderate,5 - 10,0.074,0.07,0.068
19,0,2,5,standard,2,single,1,0,Moderate,5 - 10,0.082,0.083,0.091
20,1,4,5,free/reduced,0,single,0,1,Moderate,5 - 10,0.063,0.056,0.054
21,1,3,2,free/reduced,1,married,2,0,Few,5 - 10,0.044,0.046,0.044
22,1,3,5,free/reduced,1,married,1,1,Moderate,< 5,0.057,0.043,0.046
23,0,0,0,free/reduced,0,single,2,1,Few,< 5,0.076,0.091,0.087
24,0,4,5,free/reduced,1,married,1,1,,> 10,0.073,0.07,0.077
25,1,2,2,free/reduced,1,married,2,1,Moderate,5 - 10,0.06,0.057,0.045
27,1,2,5,standard,1,single,1,1,Few,5 - 10,0.053,0.047,0.044
28,0,4,4,free/reduced,1,single,2,0,Few,< 5,0.045,0.046,0.046
29,0,4,4,standard,1,single,2,0,Moderate,5 - 10,0.059,0.067,0.063
30,1,3,6,standard,0,married,1,1,Few,> 10,0.088,0.085,0.085
32,0,2,2,free/reduced,0,married,2,1,Few,,0.063,0.071,0.076
33,1,3,4,standard,1,single,2,1,Moderate,< 5,0.078,0.077,0.078
34,0,1,2,standard,0,single,1,0,Few,< 5,0.073,0.084,0.091
35,0,2,2,standard,1,,0,0,Few,> 10,0.056,0.068,0.06
36,1,2,4,standard,2,married,2,0,Moderate,5 - 10,0.071,0.058,0.065
37,0,3,3,free/reduced,1,married,1,1,Few,< 5,0.059,0.063,0.065
38,1,0,1,free/reduced,1,,1,0,Many,> 10,0.057,0.059,0.056
39,1,3,4,standard,0,single,2,1,Few,5 - 10,0.099,0.092,0.095
40,0,4,5,standard,0,married,0,1,Few,5 - 10,0.082,0.082,0.087
41,1,1,5,free/reduced,1,married,2,2,Few,< 5,0.044,0.044,0.041
42,0,4,2,free/reduced,1,married,2,1,Few,5 - 10,0.071,0.08,0.076
45,0,3,0,free/reduced,1,married,0,1,Moderate,> 10,0.075,0.084,0.087
46,0,0,1,standard,1,single,2,1,Moderate,< 5,0.088,0.098,0.094
47,0,3,5,standard,1,married,2,2,Few,< 5,0.058,0.075,0.072
48,0,2,0,standard,0,married,1,2,Few,> 10,0.091,0.099,0.1
49,1,1,2,free/reduced,1,married,3,1,Few,> 10,0.054,0.063,0.054
50,1,3,0,standard,1,single,1,1,Few,5 - 10,0.077,0.072,0.069
51,0,1,2,free/reduced,1,married,2,1,Moderate,5 - 10,0.064,0.081,0.074
52,0,3,4,free/reduced,1,married,1,0,Moderate,> 10,0.078,0.081,0.084
53,0,2,2,free/reduced,1,single,1,1,,5 - 10,0.042,0.06,0.055
54,1,2,0,free/reduced,1,married,2,1,Few,5 - 10,0.067,0.052,0.057
55,0,4,5,standard,0,married,1,1,,5 - 10,0.076,0.082,0.082
56,1,3,2,standard,1,married,3,0,Moderate,< 5,0.089,0.084,0.08
58,1,4,4,standard,1,married,2,0,Few,< 5,0.082,0.075,0.068
59,0,3,0,free/reduced,0,divorced,1,1,Few,5 - 10,0.07,0.075,0.08
60,0,1,5,standard,1,single,2,0,Moderate,5 - 10,0.027,0.046,0.04
61,1,3,3,standard,0,married,2,1,Few,< 5,0.075,0.069,0.069
63,1,2,3,standard,1,married,2,0,Few,< 5,0.084,0.088,0.087
64,0,1,5,free/reduced,1,single,2,0,Few,< 5,0.052,0.075,0.071
65,0,2,4,standard,1,married,1,0,Moderate,5 - 10,0.057,0.068,0.068
66,0,2,0,standard,0,married,1,1,Moderate,5 - 10,0.054,0.068,0.066
67,0,2,6,free/reduced,1,married,1,1,Moderate,5 - 10,0.072,0.071,0.075
68,0,4,4,free/reduced,0,married,1,1,Moderate,5 - 10,0.065,0.06,0.063
69,0,1,0,free/reduced,0,married,2,0,Few,< 5,0.066,0.078,0.075
70,0,3,5,standard,1,widowed,0,0,Moderate,5 - 10,0.051,0.068,0.069
71,1,3,2,standard,0,married,1,0,Few,5 - 10,0.095,0.1,0.098
72,0,2,3,standard,1,married,2,1,Few,5 - 10,0.089,0.098,0.096
73,0,2,5,free/reduced,1,married,1,2,Many,< 5,0.052,0.066,0.058
74,1,3,1,standard,1,married,1,1,,5 - 10,0.07,0.063,0.064
75,0,2,5,standard,2,married,1,1,Moderate,5 - 10,0.048,0.05,0.051
76,1,2,2,free/reduced,1,single,0,1,Few,5 - 10,0.072,0.069,0.065
77,0,1,1,standard,0,married,2,1,Moderate,5 - 10,0.075,0.081,0.085
78,0,3,5,standard,1,divorced,1,1,Few,> 10,0.053,0.061,0.061
79,0,1,2,standard,0,divorced,2,1,,< 5,0.063,0.07,0.07
80,1,1,0,standard,0,married,3,1,Few,< 5,0.055,0.046,0.051
81,1,3,4,free/reduced,0,single,2,1,Few,,0.051,0.051,0.053
82,1,5,5,free/reduced,1,divorced,1,1,Few,5 - 10,0.042,0.048,0.036
83,1,3,4,standard,1,married,2,1,Moderate,5 - 10,0.096,0.086,0.089
84,1,0,5,standard,1,widowed,2,2,Moderate,> 10,0.047,0.049,0.046
85,1,1,2,standard,1,single,1,0,Few,5 - 10,0.061,0.049,0.05
86,1,3,2,standard,1,married,0,1,Few,5 - 10,0.062,0.042,0.043
88,0,3,0,free/reduced,0,single,2,1,Few,< 5,0.078,0.091,0.092
89,1,1,4,standard,1,married,0,1,Few,< 5,0.073,0.068,0.058
90,0,3,5,standard,2,married,2,2,,5 - 10,0.055,0.069,0.072
91,1,2,4,standard,0,married,2,1,,5 - 10,0.086,0.085,0.084
92,0,0,2,standard,0,divorced,2,0,Few,5 - 10,0.063,0.07,0.079
93,0,4,5,free/reduced,1,married,0,1,,5 - 10,0.04,0.05,0.044
94,1,3,2,standard,1,married,1,1,Moderate,< 5,0.067,0.067,0.068
95,0,2,3,standard,0,divorced,1,1,Few,5 - 10,0.063,0.072,0.079
96,1,4,4,standard,1,married,2,0,Few,5 - 10,0.073,0.065,0.053
97,1,1,0,standard,0,married,2,1,Many,< 5,0.087,0.075,0.081
98,0,2,4,standard,0,married,1,1,Moderate,< 5,0.048,0.056,0.062
99,1,2,4,standard,2,married,2,1,Moderate,< 5,0.08,0.078,0.076
100,0,1,0,standard,1,married,2,1,Few,< 5,0.078,0.092,0.086
101,1,1,2,standard,0,married,1,1,Few,5 - 10,0.09,0.094,0.098
102,1,3,4,standard,1,married,1,1,,> 10,0.081,0.071,0.069
103,0,1,5,standard,0,married,1,0,,5 - 10,0.061,0.073,0.073
105,1,4,4,standard,1,single,1,1,Few,< 5,0.093,0.083,0.088
106,1,2,0,free/reduced,1,divorced,1,1,Moderate,5 - 10,0.057,0.045,0.047
107,0,3,2,standard,0,divorced,2,1,Few,< 5,0.069,0.081,0.085
108,0,5,3,standard,0,married,2,1,,5 - 10,0.078,0.094,0.091
109,1,3,5,standard,2,single,1,1,Few,> 10,0.075,0.064,0.064
110,1,0,1,standard,1,married,2,1,,< 5,0.067,0.056,0.058
111,1,0,1,standard,1,divorced,1,1,Moderate,5 - 10,0.057,0.063,0.062
112,0,2,2,standard,0,married,2,0,Moderate,> 10,0.046,0.054,0.06
113,1,2,3,free/reduced,1,married,2,0,Few,< 5,0.081,0.09,0.086
114,0,3,0,standard,1,married,2,1,Moderate,5 - 10,0.082,0.088,0.087
115,0,2,6,standard,0,divorced,2,0,Few,5 - 10,0.063,0.065,0.067
116,0,4,5,standard,0,married,2,1,Few,5 - 10,0.074,0.083,0.091
117,1,2,1,free/reduced,1,married,1,2,Few,5 - 10,0.086,0.072,0.078
118,1,1,3,standard,1,single,2,1,Moderate,< 5,0.071,0.077,0.074
119,0,2,1,standard,0,married,2,0,Moderate,< 5,0.081,0.098,0.098
